id,sepal_length,sepal_width,petal_length,petal_width
110,0.607594936708861,0.772727272727273,0.231884057971015,0.08
111,0.607594936708861,0.681818181818182,0.202898550724638,0.04
112,0.544303797468354,0.681818181818182,0.159420289855072,0.04
113,0.734177215189873,0.909090909090909,0.173913043478261,0.08
114,0.721518987341772,1,0.217391304347826,0.16
115,0.683544303797468,0.886363636363636,0.188405797101449,0.16
116,0.645569620253164,0.795454545454545,0.202898550724638,0.12
117,0.721518987341772,0.863636363636364,0.246376811594203,0.12
118,0.645569620253164,0.863636363636364,0.217391304347826,0.12
119,0.683544303797468,0.772727272727273,0.246376811594203,0.08
120,0.645569620253164,0.840909090909091,0.217391304347826,0.16
121,0.582278481012658,0.818181818181818,0.144927536231884,0.08
122,0.645569620253164,0.75,0.246376811594203,0.2
123,0.607594936708861,0.772727272727273,0.27536231884058,0.08
124,0.632911392405063,0.681818181818182,0.231884057971015,0.08
125,0.632911392405063,0.772727272727273,0.231884057971015,0.16
126,0.658227848101266,0.795454545454545,0.217391304347826,0.08
127,0.658227848101266,0.772727272727273,0.202898550724638,0.08
128,0.594936708860759,0.727272727272727,0.231884057971015,0.08
129,0.607594936708861,0.704545454545454,0.231884057971015,0.08
130,0.772151898734177,0.659090909090909,0.681159420289855,0.56
131,0.683544303797468,0.772727272727273,0.217391304347826,0.16
132,0.658227848101266,0.931818181818182,0.217391304347826,0.04
133,0.69620253164557,0.954545454545454,0.202898550724638,0.08
134,0.620253164556962,0.704545454545454,0.217391304347826,0.04
135,0.632911392405063,0.727272727272727,0.173913043478261,0.08
136,0.69620253164557,0.795454545454545,0.188405797101449,0.08
137,0.620253164556962,0.704545454545454,0.217391304347826,0.04
138,0.556962025316456,0.681818181818182,0.188405797101449,0.08
139,0.645569620253164,0.772727272727273,0.217391304347826,0.08
140,0.632911392405063,0.795454545454545,0.188405797101449,0.12
141,0.569620253164557,0.522727272727273,0.188405797101449,0.12
142,0.556962025316456,0.727272727272727,0.188405797101449,0.08
143,0.632911392405063,0.795454545454545,0.231884057971015,0.24
144,0.645569620253164,0.863636363636364,0.27536231884058,0.16
145,0.607594936708861,0.681818181818182,0.202898550724638,0.12
146,0.645569620253164,0.863636363636364,0.231884057971015,0.08
147,0.582278481012658,0.727272727272727,0.202898550724638,0.08
148,0.670886075949367,0.840909090909091,0.217391304347826,0.08
149,0.632911392405063,0.75,0.202898550724638,0.08
150,0.822784810126582,0.681818181818182,0.797101449275362,0.72
